4.000000189989805222e-03 2.186692960000000000e+08
4.984924569725990295e-03 2.180030400000000000e+08
5.969849415123462677e-03 2.171916000000000000e+08
6.954773794859647751e-03 2.162384800000000000e+08
7.939698174595832825e-03 2.151451360000000000e+08
8.924623019993305206e-03 2.139120960000000000e+08
9.909547865390777588e-03 2.125433120000000000e+08
1.089447271078824997e-02 2.110403840000000000e+08
1.187939662486314774e-02 2.094061760000000000e+08
1.286432147026062012e-02 2.076425120000000000e+08
1.384924631565809250e-02 2.057545120000000000e+08
1.483417116105556488e-02 2.037436480000000000e+08
1.581909507513046265e-02 2.016143040000000000e+08
1.680402085185050964e-02 1.993695520000000000e+08
1.778894476592540741e-02 1.970139040000000000e+08
1.877386868000030518e-02 1.945502720000000000e+08
1.975879445672035217e-02 1.919847040000000000e+08
2.074371837079524994e-02 1.893197120000000000e+08
2.172864228487014771e-02 1.865611040000000000e+08
2.271356806159019470e-02 1.837122400000000000e+08
2.369849197566509247e-02 1.807787360000000000e+08
2.468341775238513947e-02 1.777651840000000000e+08
2.566834166646003723e-02 1.746763520000000000e+08
2.665326558053493500e-02 1.715171840000000000e+08
2.763819135725498199e-02 1.682932320000000000e+08
2.862311527132987976e-02 1.650085600000000000e+08
2.960804104804992676e-02 1.616694880000000000e+08
3.059296496212482452e-02 1.582804640000000000e+08
3.157788887619972229e-02 1.548471040000000000e+08
3.256281465291976929e-02 1.513737600000000000e+08
3.354774042963981628e-02 1.478667360000000000e+08
3.453266248106956482e-02 1.443307680000000000e+08
3.551758825778961182e-02 1.407704320000000000e+08
3.650251403450965881e-02 1.371918560000000000e+08
3.748743608593940735e-02 1.335994240000000000e+08
3.847236186265945435e-02 1.299981840000000000e+08
3.945728763937950134e-02 1.263931200000000000e+08
4.044220969080924988e-02 1.227892960000000000e+08
4.142713546752929688e-02 1.191911120000000000e+08
4.241206124424934387e-02 1.156032960000000000e+08
4.339698329567909241e-02 1.120305360000000000e+08
4.438190907239913940e-02 1.084770000000000000e+08
4.536683484911918640e-02 1.049473520000000000e+08
4.635176062583923340e-02 1.014452720000000000e+08
4.733668267726898193e-02 9.797498400000000000e+07
4.832160845398902893e-02 9.454033600000000000e+07
4.930653423070907593e-02 9.114509600000000000e+07
5.029145628213882446e-02 8.779260800000000000e+07
5.127638205885887146e-02 8.448641600000000000e+07
5.226130783557891846e-02 8.122971200000000000e+07
5.324622988700866699e-02 7.802534400000000000e+07
5.423115566372871399e-02 7.487629600000000000e+07
5.521608144044876099e-02 7.178525600000000000e+07
5.620100349187850952e-02 6.875468000000000000e+07
5.718592926859855652e-02 6.578682400000000000e+07
5.817085504531860352e-02 6.288372400000000000e+07
5.915577709674835205e-02 6.004756400000000000e+07
6.014070287346839905e-02 5.727984800000000000e+07
6.112562865018844604e-02 5.458234000000000000e+07
6.211055442690849304e-02 5.195629200000000000e+07
6.309548020362854004e-02 4.940280000000000000e+07
6.408040225505828857e-02 4.692306000000000000e+07
6.506532430648803711e-02 4.451780800000000000e+07
6.605025380849838257e-02 4.218773200000000000e+07
6.703517585992813110e-02 3.993324400000000000e+07
6.802009791135787964e-02 3.775478800000000000e+07
6.900502741336822510e-02 3.565238000000000000e+07
6.998994946479797363e-02 3.362606400000000000e+07
7.097487151622772217e-02 3.167574600000000000e+07
7.195980101823806763e-02 2.980104600000000000e+07
7.294472306966781616e-02 2.800150600000000000e+07
7.392964512109756470e-02 2.627650800000000000e+07
7.491457462310791016e-02 2.462539600000000000e+07
7.589949667453765869e-02 2.304724200000000000e+07
7.688441872596740723e-02 2.154112400000000000e+07
7.786934822797775269e-02 2.010591000000000000e+07
7.885427027940750122e-02 1.874043200000000000e+07
7.983919233083724976e-02 1.744341800000000000e+07
8.082412183284759521e-02 1.621339900000000000e+07
8.180904388427734375e-02 1.504892800000000000e+07
8.279397338628768921e-02 1.394851300000000000e+07
8.377889543771743774e-02 1.291046900000000000e+07
8.476381748914718628e-02 1.193311900000000000e+07
8.574874699115753174e-02 1.101470100000000000e+07
8.673366904258728027e-02 1.015340500000000000e+07
8.771859109401702881e-02 9.347414000000000000e+06
8.870352059602737427e-02 8.594813000000000000e+06
8.968844264745712280e-02 7.893688000000000000e+06
9.067336469888687134e-02 7.242117000000000000e+06
9.165829420089721680e-02 6.638130000000000000e+06
9.264321625232696533e-02 6.079752000000000000e+06
9.362813830375671387e-02 5.565011000000000000e+06
9.461306780576705933e-02 5.091917000000000000e+06
9.559798985719680786e-02 4.658508500000000000e+06
9.658291190862655640e-02 4.262816000000000000e+06
9.756784141063690186e-02 3.902880000000000000e+06
9.855276346206665039e-02 3.576788750000000000e+06
9.953768551349639893e-02 3.282644000000000000e+06
1.005226150155067444e-01 3.018549250000000000e+06
1.015075370669364929e-01 2.782684250000000000e+06
1.024924591183662415e-01 2.573242250000000000e+06
1.034773886203765869e-01 2.388455750000000000e+06
1.044623106718063354e-01 2.226615750000000000e+06
1.054472327232360840e-01 2.086040625000000000e+06
1.064321622252464294e-01 1.965111750000000000e+06
1.074170842766761780e-01 1.862264625000000000e+06
1.084020063281059265e-01 1.775980250000000000e+06
1.093869358301162720e-01 1.704800875000000000e+06
1.103718578815460205e-01 1.647318000000000000e+06
