4.000000189989805222e-03 2.340887296000000000e+09
4.984924569725990295e-03 1.518219520000000000e+09
5.969849415123462677e-03 9.408536320000000000e+08
6.954773794859647751e-03 5.657027840000000000e+08
7.939698174595832825e-03 3.226274240000000000e+08
8.924623019993305206e-03 1.615569120000000000e+08
9.909547865390777588e-03 6.171503600000000000e+07
1.089447271078824997e-02 1.548423700000000000e+07
1.187939662486314774e-02 1.178784600000000000e+07
1.286432147026062012e-02 3.297904600000000000e+07
1.384924631565809250e-02 6.180407600000000000e+07
1.483417116105556488e-02 8.765612800000000000e+07
1.581909507513046265e-02 1.064633440000000000e+08
1.680402085185050964e-02 1.168218080000000000e+08
1.778894476592540741e-02 1.175351520000000000e+08
1.877386868000030518e-02 1.082254960000000000e+08
1.975879445672035217e-02 9.076316800000000000e+07
2.074371837079524994e-02 6.907446400000000000e+07
2.172864228487014771e-02 4.738394000000000000e+07
2.271356806159019470e-02 2.866951800000000000e+07
2.369849197566509247e-02 1.445355500000000000e+07
2.468341775238513947e-02 5.424846000000000000e+06
2.566834166646003723e-02 1.812567500000000000e+06
2.665326558053493500e-02 3.193771250000000000e+06
2.763819135725498199e-02 8.273606500000000000e+06
2.862311527132987976e-02 1.514697000000000000e+07
2.960804104804992676e-02 2.191965800000000000e+07
3.059296496212482452e-02 2.719845200000000000e+07
3.157788887619972229e-02 3.019094200000000000e+07
3.256281465291976929e-02 3.057573800000000000e+07
3.354774042963981628e-02 2.841119000000000000e+07
3.453266248106956482e-02 2.414320600000000000e+07
3.551758825778961182e-02 1.857519800000000000e+07
3.650251403450965881e-02 1.270193400000000000e+07
3.748743608593940735e-02 7.458986000000000000e+06
3.847236186265945435e-02 3.521903500000000000e+06
3.945728763937950134e-02 1.229887250000000000e+06
4.044220969080924988e-02 6.112911250000000000e+05
4.142713546752929688e-02 1.446799125000000000e+06
4.241206124424934387e-02 3.329264250000000000e+06
4.339698329567909241e-02 5.721192000000000000e+06
4.438190907239913940e-02 8.034624000000000000e+06
4.536683484911918640e-02 9.745348000000000000e+06
4.635176062583923340e-02 1.051506100000000000e+07
4.733668267726898193e-02 1.026243800000000000e+07
4.832160845398902893e-02 9.140609000000000000e+06
4.930653423070907593e-02 7.439883000000000000e+06
5.029145628213882446e-02 5.483931500000000000e+06
5.127638205885887146e-02 3.571553750000000000e+06
5.226130783557891846e-02 1.957272750000000000e+06
5.324622988700866699e-02 8.288066875000000000e+05
5.423115566372871399e-02 2.687702812500000000e+05
5.521608144044876099e-02 2.351404062500000000e+05
5.620100349187850952e-02 5.942686250000000000e+05
5.718592926859855652e-02 1.186888250000000000e+06
5.817085504531860352e-02 1.869975750000000000e+06
5.915577709674835205e-02 2.510149500000000000e+06
6.014070287346839905e-02 2.971194750000000000e+06
6.112562865018844604e-02 3.145769500000000000e+06
